FantraxName,FantraxTeam,FantraxPosition,FantraxPlayerId,FangraphsName,FangraphsTeam,FangraphsPosition,FangraphsPlayerId
Bryce Harper,PHI,OF,*01fh9*,Bryce Harper,PHI,DH,11579
Eloy Jimenez,CHW,OF,*030ud*,Eloy Jimenez,CHW,OF/DH,17484
Tommy Pham,NYM,OF,*025fx*,Tommy Pham,NYM,OF/DH,2967
Nick Maton,DET,"2B,3B,OF",*04ei5*,Nick Maton,DET,2B/3B/OF,21635
Pierce Johnson,COL,RP,*02hdy*,Pierce Johnson,COL,RP,13435
Gavin Sheets,CHW,OF,*04eej*,Gavin Sheets,CHW,1B/OF/DH,19901
Griffin Canning,LAA,SP,*04eek*,Griffin Canning,LAA,SP,19867
Hunter Harvey,WSH,RP,*0310c*,Hunter Harvey,WSN,RP,15507
Dylan Floro,MIA,RP,*02hhd*,Dylan Floro,MIA,RP,13394
Jesse Chavez,ATL,RP,*013ip*,Jesse Chavez,ATL,RP,5448
Wilmer Flores,SF,"1B,2B,3B",*01cgt*,Wilmer Flores,SFG,1B/2B/3B/DH,5827
Brandon Belt,TOR,1B,*01uwk*,Brandon Belt,TOR,1B/DH,10264
Jacob deGrom,TEX,SP,*02hjp*,,,,
Tanner Bibee,CLE,SP,*05y23*,Tanner Bibee,CLE,SP,30134
Tylor Megill,NYM,SP,*04ywk*,Tylor Megill,NYM,SP/RP,21318
Gabriel Moreno,ARI,C,*04s1g*,Gabriel Moreno,ARI,C,22664
Trey Mancini,CHC,"1B,OF",*031c4*,Trey Mancini,CHC,1B/OF/DH,15149
Oswaldo Cabrera,NYY,OF,*042no*,Oswaldo Cabrera,NYY,OF,21707
Blake Sabol,SF,"C,OF",*05158*,Blake Sabol,SFG,C,25805
Alec Burleson,STL,OF,*05jr0*,Alec Burleson,STL,OF,27615
Jason Foley,DET,RP,*04aoq*,Jason Foley,DET,RP,19531
Marco Gonzales,SEA,SP,*03111*,Marco Gonzales,SEA,SP,15467
Nick Pratto,KC,"1B,OF",*04b08*,Nick Pratto,KCR,1B/OF,22117
Tyler Anderson,LAA,SP,*026mq*,Tyler Anderson,LAA,SP,12880
Wandy Peralta,NYY,RP,*047sh*,Wandy Peralta,NYY,RP,14295
C.J. Cron,COL,1B,*02bq4*,C.J. Cron,COL,1B/DH,12546
Jesus Sanchez,MIA,OF,*03nru*,Jesus Sanchez,MIA,OF,19913
Christian Bethancourt,TB,"C,1B",*01sci*,Christian Bethancourt,TBR,C/1B,10028
Matt Strahm,PHI,RP,*02nax*,Matt Strahm,PHI,RP,13799
Mike Clevinger,CHW,SP,*02bsw*,Mike Clevinger,CHW,SP,12808
Danny Jansen,TOR,C,*031el*,Danny Jansen,TOR,C,16535
Yan Gomes,CHC,C,*024o9*,Yan Gomes,CHC,C,9627
Trevor Larnach,MIN,OF,*04nky*,Trevor Larnach,MIN,OF,21501
Connor Wong,BOS,C,*04efi*,Connor Wong,BOS,C,19896
Scott Barlow,KC,RP,*02buh*,Scott Barlow,KCR,RP,14993
Brady Singer,KC,SP,*03pov*,Brady Singer,KCR,SP,25377
Matt Moore,LAA,RP,*01fug*,Matt Moore,LAA,RP,1890
Josh Winckowski,BOS,SP,*041ze*,Josh Winckowski,BOS,RP,22387
Randal Grichuk,COL,OF,*01s9c*,Randal Grichuk,COL,OF,10243
Matt Carpenter,SD,1B,*021at*,Matt Carpenter,SDP,DH,8090
A.J. Minter,ATL,RP,*03ppa*,A.J. Minter,ATL,RP,18655
Ryan Helsley,STL,RP,*03ql5*,Ryan Helsley,STL,RP,18138
Raisel Iglesias,ATL,RP,*03aqv*,Raisel Iglesias,ATL,RP,17130
Brent Suter,COL,RP,*03cav*,Brent Suter,COL,RP,13942
Harrison Bader,NYY,OF,*03qjv*,Harrison Bader,NYY,OF,18030
Seth Lugo,SD,RP,*03sef*,Seth Lugo,SDP,RP,12447
Michael King,NYY,RP,*041wv*,Michael King,NYY,RP,19853
Isiah Kiner-Falefa,NYY,"SS,OF",*031b3*,Isiah Kiner-Falefa,NYY,SS/OF,16512
Emmanuel Rivera,ARI,3B,*03qvs*,Emmanuel Rivera,ARI,3B,19890
Justin Lawrence,COL,RP,*03qq9*,Justin Lawrence,COL,RP,17639
Adbert Alzolay,CHC,RP,*03aqz*,Adbert Alzolay,CHC,RP,17859
Joc Pederson,SF,OF,*026qc*,Joc Pederson,SFG,OF/DH,11899
Steven Wilson,SD,RP,*04psv*,Steven Wilson,SDP,RP,20353
Matt Vierling,DET,OF,*04pqq*,Matt Vierling,DET,OF,21558
Dauri Moreta,PIT,RP,*05tux*,Dauri Moreta,PIT,RP,21101
Danny Coulombe,BAL,RP,*02hxd*,Danny Coulombe,BAL,RP,13293
Brett Baty,NYM,3B,*04yib*,Brett Baty,NYM,3B,26123
Jose Caballero,SEA,"2B,SS",*04eig*,Jose Caballero,SEA,2B,23401
Tucupita Marcano,PIT,"2B,SS,OF",*04t41*,Tucupita Marcano,PIT,2B/SS/OF,22871
Andrew Nardi,MIA,RP,*051c3*,Andrew Nardi,MIA,RP,25942
Clarke Schmidt,NYY,RP,*04ee7*,Clarke Schmidt,NYY,RP,19899
Nick Pivetta,BOS,SP,*0316j*,Nick Pivetta,BOS,SP,15454
Brice Turang,MIL,"2B,SS",*04b00*,Brice Turang,MIL,2B,22186
Ramon Urias,BAL,"2B,3B",*04de0*,Ramon Urias,BAL,2B/3B,18795
Willie Calhoun,NYY,OF,*0315r*,Willie Calhoun,NYY,DH,17838
Chas McCormick,HOU,OF,*04esz*,Chas McCormick,HOU,OF,19599
Patrick Sandoval,LAA,SP,*03qpi*,Patrick Sandoval,LAA,SP,19447
A.J. Puk,MIA,RP,*03yso*,A.J. Puk,MIA,RP,19343
Brusdar Graterol,LAD,RP,*03zbj*,Brusdar Graterol,LAD,RP,20367
Brayan Bello,BOS,SP,*04t40*,Brayan Bello,BOS,SP,23920
Jake Bird,COL,RP,*04pqs*,Jake Bird,COL,RP,21267
Jose Alvarado,PHI,RP,*03btm*,Jose Alvarado,PHI,RP,17780
Trevor Stephan,CLE,RP,*0421j*,Trevor Stephan,CLE,RP,19932
Graham Ashcraft,CIN,SP,*041x9*,Graham Ashcraft,CIN,SP,27552
Matt Thaiss,LAA,C,*04053*,Matt Thaiss,LAA,C,19318
Tony Gonsolin,LAD,SP,*041v6*,Tony Gonsolin,LAD,SP,19388
Rob Refsnyder,BOS,OF,*02mzf*,Rob Refsnyder,BOS,OF,13770
Mike Baumann,BAL,RP,*04efe*,Mike Baumann,BAL,RP,20206
Drew VerHagen,STL,RP,*02myh*,Drew VerHagen,STL,RP,13424
Taylor Clarke,KC,RP,*03qjz*,Taylor Clarke,KCR,RP,17611
Adam Ottavino,NYM,RP,*01sgi*,Adam Ottavino,NYM,RP,1247
Matt McLain,CIN,"2B,SS",*04pks*,Matt McLain,CIN,SS,29695
Garrett Cooper,MIA,1B,*03128*,Garrett Cooper,MIA,1B/DH,15279
David Peralta,LAD,OF,*03d1m*,David Peralta,LAD,OF,2136
Reid Detmers,LAA,SP,*0596g*,Reid Detmers,LAA,SP,27468
Colin Rea,MIL,RP,*02bzn*,Colin Rea,MIL,SP,12317
Bryan Baker,BAL,RP,*041w4*,Bryan Baker,BAL,RP,19804
Taj Bradley,TB,SP,*04pr8*,Taj Bradley,TBR,SP,22543
Mitch Haniger,SF,OF,*02mwj*,Mitch Haniger,SFG,OF,14274
Tanner Houck,BOS,RP,*03djk*,Tanner Houck,BOS,SP,19879
Trevor Williams,WSH,RP,*0311b*,Trevor Williams,WSN,SP,16977
John Brebbia,SF,RP,*03xmd*,John Brebbia,SFG,RP,12777
Max Kepler,MIN,OF,*01vja*,Max Kepler,MIN,OF,12144
Vince Velasquez,PIT,RP,*028is*,,,,
Bryse Wilson,MIL,SP,*0429h*,Bryse Wilson,MIL,RP,19990
Ian Gibaut,CIN,RP,*03qpg*,Ian Gibaut,CIN,RP,17871
Joe Musgrove,SD,SP,*02bqy*,Joe Musgrove,SDP,SP,12970
Caleb Ferguson,LAD,RP,*043r7*,Caleb Ferguson,LAD,RP,19349
Michael Massey,KC,2B,*05139*,Michael Massey,KCR,2B,27684
Kevin Kelly,TB,SP,*051eh*,Kevin Kelly,TBR,RP,25679
Colin Holderman,PIT,RP,*0429k*,Colin Holderman,PIT,RP,22361
Drew Smith,NYM,RP,*03qkc*,Drew Smith,NYM,RP,17755
Bryce Miller,SEA,SP,*05vy6*,Bryce Miller,SEA,SP,29837
Aroldis Chapman,KC,RP,*01gya*,Aroldis Chapman,KCR,RP,10233
Colin Poche,TB,RP,*02mz1*,Colin Poche,TBR,RP,19403
Christopher Morel,CHC,"2B,3B,OF",*04pbp*,Christopher Morel,CHC,2B/OF,21897
Brooks Raley,NYM,RP,*01vxp*,Brooks Raley,NYM,RP,10061
Jorge Polanco,MIN,"2B,SS",*02yd1*,Jorge Polanco,MIN,2B,13152
Rougned Odor,SD,2B,*026ly*,Rougned Odor,SDP,2B,12282
Tommy Henry,ARI,SP,*0512a*,Tommy Henry,ARI,SP,26285
Victor Robles,WSH,OF,*03c65*,Victor Robles,WSN,OF,18363
Brenton Doyle,COL,OF,*0513l*,Brenton Doyle,COL,OF,25479
Hayden Wesneski,CHC,SP,*0514f*,Hayden Wesneski,CHC,SP,27581
Wade Miley,MIL,SP,*01sev*,Wade Miley,MIL,SP,8779
James Karinchak,CLE,RP,*04ejp*,James Karinchak,CLE,RP,20151
Scott McGough,ARI,RP,*02btq*,Scott McGough,ARI,RP,12056
Michael Harris II,ATL,OF,*0512v*,Michael Harris II,ATL,OF,25931
Matthew Boyd,DET,SP,*02n4s*,Matthew Boyd,DET,SP,15440
Tyler Rogers,SF,RP,*0374m*,Tyler Rogers,SFG,RP,15541
Travis Jankowski,TEX,OF,*02j2v*,Travis Jankowski,TEX,OF,13768
Matt Brash,SEA,RP,*05138*,Matt Brash,SEA,RP,25756
Peter Strzelecki,MIL,RP,*061mp*,Peter Strzelecki,MIL,RP,21367
Carl Edwards Jr.,WSH,RP,*02of2*,Carl Edwards Jr.,WSN,RP,13607
Mike Moustakas,COL,"1B,3B",*01c2r*,Mike Moustakas,COL,1B/3B/DH,4892
Roansy Contreras,PIT,SP,*04b3a*,Roansy Contreras,PIT,SP,22810
Eli Morgan,CLE,RP,*04eiw*,Eli Morgan,CLE,RP,20203
Jose Barrero,CIN,"SS,OF",*04dwv*,Jose Barrero,CIN,SS,23378
Evan Longoria,ARI,3B,*004e1*,Evan Longoria,ARI,3B/DH,9368
Kyle Nelson,ARI,RP,*04eny*,Kyle Nelson,ARI,RP,20515
Ryne Nelson,ARI,SP,*04yid*,Ryne Nelson,ARI,SP,26253
Yoan Moncada,CHW,3B,*03eet*,Yoan Moncada,CHW,3B,17232
Jean Segura,MIA,"2B,3B",*01suo*,Jean Segura,MIA,2B/3B,5933
Elvis Andrus,CHW,"2B,SS",*01bv1*,Elvis Andrus,CHW,2B/SS,8709
Donovan Solano,MIN,"1B,3B",*01te5*,Donovan Solano,MIN,1B/3B/DH,8623
Sean Manaea,SF,SP,*02x0f*,Sean Manaea,SFG,SP,15873
Ron Marinaccio,NYY,RP,*04erc*,Ron Marinaccio,NYY,RP,23488
Cal Quantrill,CLE,SP,*03yxh*,Cal Quantrill,CLE,SP,19312
Chris Devenski,LAA,RP,*02i31*,Chris Devenski,LAA,RP,12763
Kyle Farmer,MIN,"2B,3B,SS",*0312h*,Kyle Farmer,MIN,3B/SS,14813
Alex Kirilloff,MIN,"1B,OF",*041m2*,Alex Kirilloff,MIN,1B/OF,20325
Brandon Crawford,SF,SS,*01sdl*,Brandon Crawford,SFG,SS,5343
Jose Cuas,KC,RP,*060mz*,Jose Cuas,KCR,RP,17701
Reynaldo Lopez,CHW,RP,*03i81*,Reynaldo Lopez,CHW,RP,16400
Huascar Brazoban,MIA,RP,*060ml*,Huascar Brazoban,MIA,RP,6107
Jaime Barria,LAA,RP,*03ysq*,Jaime Barria,LAA,RP,18356
Jordan Walker,STL,"3B,OF",*05gbf*,Jordan Walker,STL,OF,27475
Nick Fortes,MIA,C,*04pqf*,Nick Fortes,MIA,C,21538
Phil Maton,HOU,RP,*03qwa*,Phil Maton,HOU,RP,18064
Jake McCarthy,ARI,OF,*03qyv*,Jake McCarthy,ARI,OF,21622
Daniel Vogelbach,NYM,1B,*02br5*,Daniel Vogelbach,NYM,DH,14130
Nick Lodolo,CIN,SP,*041ps*,Nick Lodolo,CIN,SP,26378
Alex Young,CIN,RP,*03aad*,Alex Young,CIN,RP,18333
Shelby Miller,LAD,RP,*01sbv*,Shelby Miller,LAD,RP,10197
Eric Haase,DET,"C,OF",*02bv2*,Eric Haase,DET,C/OF,14111
Jake Rogers,DET,C,*03av1*,Jake Rogers,DET,C,19452
Trevor Richards,TOR,RP,*04coa*,Trevor Richards,TOR,RP,19309
Kevin Pillar,ATL,OF,*02xi1*,Kevin Pillar,ATL,OF,12434
Justin Topa,SEA,RP,*0318i*,Justin Topa,SEA,RP,15145
Casey Schmitt,SF,"3B,SS",*05jp4*,Casey Schmitt,SFG,2B/3B/SS,27577
Maikel Garcia,KC,"3B,SS",*05g3x*,Maikel Garcia,KCR,3B,22715
Raimel Tapia,BOS,OF,*032pz*,,,,
James Paxton,BOS,SP,*025l2*,James Paxton,BOS,SP,11828
Eduardo Escobar,NYM,3B,*021n3*,Eduardo Escobar,NYM,3B,6153
Edmundo Sosa,PHI,"3B,SS",*02zpf*,Edmundo Sosa,PHI,3B/SS,17022
Jakob Junis,SF,SP,*02f9m*,Jakob Junis,SFG,SP/RP,13619
Jose Miranda,MIN,"1B,3B",*041qh*,Jose Miranda,MIN,1B/3B/DH,20538
Brock Stewart,MIN,RP,*03deu*,Brock Stewart,MIN,RP,16727
Jimmy Cordero,NYY,RP,*03pdy*,Jimmy Cordero,NYY,RP,15690
Gregory Santos,CHW,RP,*0404s*,Gregory Santos,CHW,RP,21894
Grayson Rodriguez,BAL,SP,*04pko*,Grayson Rodriguez,BAL,SP,24492
Keynan Middleton,CHW,RP,*031av*,Keynan Middleton,CHW,RP,15264
Stone Garrett,WSH,OF,*03dgh*,Stone Garrett,WSN,OF,19273
Brandon Bielak,HOU,RP,*04el1*,Brandon Bielak,HOU,RP,19866
Austin Gomber,COL,RP,*03dbe*,Austin Gomber,COL,SP,16561
Steven Okert,MIA,RP,*02myt*,Steven Okert,MIA,RP,13580
Tony Kemp,OAK,"2B,OF",*031b8*,Tony Kemp,OAK,2B/OF,14894
Ryan Jeffers,MIN,C,*04pmu*,Ryan Jeffers,MIN,C,24618
Gregory Soto,PHI,RP,*04aok*,Gregory Soto,PHI,RP,19677
Garrett Hampson,MIA,"SS,OF",*041qk*,Garrett Hampson,MIA,SS/OF,19262
Eric Lauer,MIL,SP,*031ey*,Eric Lauer,MIL,SP,19316
Zack Greinke,KC,SP,*0005k*,Zack Greinke,KCR,SP,1943
Scott Alexander,SF,RP,*02hi5*,Scott Alexander,SFG,RP,10591
Josh Smith,TEX,"3B,SS,OF",*052ru*,Josh Smith,TEX,3B/SS/OF,26396
Chris Stratton,STL,RP,*02mw1*,Chris Stratton,STL,RP,13761
Eury Perez,MIA,SP,*05aoc*,Eury Perez,MIA,SP,27768
Albert Abreu,NYY,RP,*03xy4*,Albert Abreu,NYY,RP,17485
Tim Mayza,TOR,RP,*031dd*,Tim Mayza,TOR,RP,15042
Alek Thomas,ARI,OF,*04pmw*,Alek Thomas,ARI,OF,23792
Justin Verlander,NYM,SP,*000dp*,Justin Verlander,NYM,SP,8700
Harold Castro,COL,"1B,2B,3B,OF",*02zma*,Harold Castro,COL,1B/2B/3B,14691
Chris Martin,BOS,RP,*02j77*,Chris Martin,BOS,RP,11847
Luke Weaver,CIN,SP,*02c5l*,Luke Weaver,CIN,SP,16918
J.P. France,HOU,SP,*04py3*,J.P. France,HOU,SP,21212
Jose Cisnero,DET,RP,*02jmi*,Jose Cisnero,DET,RP,6399
Adam Duvall,BOS,OF,*027ow*,Adam Duvall,BOS,OF,10950
Jake Bauers,NYY,"1B,OF",*0316v*,Jake Bauers,NYY,OF,15194
Mason Thompson,WSH,RP,*041qz*,Mason Thompson,WSN,RP,21850
Dylan Lee,ATL,RP,*041vm*,Dylan Lee,ATL,RP,19996
Julian Merryweather,CHC,RP,*03deo*,Julian Merryweather,CHC,RP,16703
Xzavion Curry,CLE,SP,*0515h*,Xzavion Curry,CLE,RP,25595
Ian Hamilton,NYY,RP,*041w8*,,,,
Jeffrey Springs,TB,SP,*04mlr*,,,,
Dylan Carlson,STL,OF,*041mc*,Dylan Carlson,STL,OF,20126
Mickey Moniak,LAA,OF,*041e2*,Mickey Moniak,LAA,OF,19956
Kody Clemens,PHI,1B,*04ppi*,Kody Clemens,PHI,1B,20572
Christian Vazquez,MIN,C,*029us*,Christian Vazquez,MIN,C,9774
Enmanuel Valdez,BOS,"2B,3B",*042af*,Enmanuel Valdez,BOS,2B,21716
Hanser Alberto,(N/A),"2B,3B,P",*02jtl*,,,,
Kirby Yates,ATL,RP,*030vs*,Kirby Yates,ATL,RP,9073
John Schreiber,BOS,RP,*041z3*,John Schreiber,BOS,RP,20020
Alan Trejo,COL,"2B,SS",*04eoq*,Alan Trejo,COL,2B/SS,20056
Jovani Moran,MIN,RP,*03qmm*,Jovani Moran,MIN,RP,20422
Yimi Garcia,TOR,RP,*02z0e*,Yimi Garcia,TOR,RP,12095
Connor Seabold,COL,SP,*03drx*,Connor Seabold,COL,SP,19695
Taylor Rogers,SF,RP,*02n3l*,Taylor Rogers,SFG,RP,13449
Brock Burke,TEX,RP,*03dap*,Brock Burke,TEX,RP,17968
Ben Lively,CIN,RP,*0311w*,Ben Lively,CIN,SP,14932
Gabe Speier,SEA,RP,*031fj*,Gabe Speier,SEA,RP,17170
Tristan Beck,SF,SP,*04afk*,Tristan Beck,SFG,RP,21584
Connor Brogdon,PHI,RP,*04ek8*,Connor Brogdon,PHI,RP,21205
Brad Hand,COL,RP,*0241r*,Brad Hand,COL,RP,9111
Garrett Whitlock,BOS,SP,*04eqa*,Garrett Whitlock,BOS,SP,20191
Luis Garcia,HOU,SP,*04ni3*,,,,
Aaron Hicks,BAL,OF,*01cgr*,Aaron Hicks,BAL,OF,5297
Andrew Knizner,STL,C,*041t8*,Andrew Knizner,STL,C,19514
Josh Fleming,TB,RP,*04egq*,Josh Fleming,TBR,RP,20418
Kevin Ginkel,ARI,RP,*03dpg*,Kevin Ginkel,ARI,RP,19876
Max Fried,ATL,SP,*02i2j*,Max Fried,ATL,SP,13743
Jorge Lopez,MIN,RP,*02brf*,Jorge Lopez,MIN,RP,14527
Chase Anderson,COL,SP,*026k6*,Chase Anderson,COL,SP,6895
Jose Trevino,NYY,C,*03df0*,Jose Trevino,NYY,C,16725
Yency Almonte,LAD,RP,*02n7z*,Yency Almonte,LAD,RP,15068
Seranthony Dominguez,PHI,RP,*04auk*,Seranthony Dominguez,PHI,RP,19249
Collin McHugh,ATL,RP,*02hy2*,Collin McHugh,ATL,RP,7531
Andrew Vasquez,PHI,RP,*03ym6*,Andrew Vasquez,PHI,RP,19482
JJ Bleday,OAK,OF,*04y95*,J.J. Bleday,OAK,OF,26368
Dominic Fletcher,ARI,OF,*04y45*,Dominic Fletcher,ARI,OF,26149
Drey Jameson,ARI,SP,*0511r*,Drey Jameson,ARI,RP,26260
Yohan Ramirez,PIT,RP,*04ddz*,Yohan Ramirez,PIT,RP,19444
Kutter Crawford,BOS,RP,*04ep8*,Kutter Crawford,BOS,SP/RP,20531
Joe Kelly,CHW,RP,*01sve*,Joe Kelly,CHW,RP,9761
Yainer Diaz,HOU,C,*0524l*,Yainer Diaz,HOU,C,23003
Brad Keller,KC,SP,*0312l*,Brad Keller,KCR,SP/RP,15734
AJ Pollock,SEA,OF,*01s8p*,A.J. Pollock,SEA,OF,9256
Nick Madrigal,CHC,"2B,3B",*03qu7*,Nick Madrigal,CHC,2B/3B,20521
Romy Gonzalez,CHW,"2B,OF",*04q0o*,Romy Gonzalez,CHW,2B,21562
Yonny Chirinos,TB,SP,*03zu0*,Yonny Chirinos,TBR,SP,16401
Ranger Suarez,PHI,SP,*03et8*,Ranger Suarez,PHI,SP,17277
Trevor Gott,SEA,RP,*0316r*,Trevor Gott,SEA,RP,15046
Jordan Hicks,STL,RP,*03vcw*,Jordan Hicks,STL,RP,19618
Giancarlo Stanton,NYY,OF,*01cdf*,Giancarlo Stanton,NYY,OF/DH,4949
Miguel Rojas,LAD,SS,*01t5w*,Miguel Rojas,LAD,SS,7802
Nicky Lopez,KC,"2B,3B,SS",*041sg*,Nicky Lopez,KCR,2B/3B/SS,19339
Kyle Higashioka,NYY,C,*01usr*,Kyle Higashioka,NYY,C,5517
Duane Underwood Jr.,PIT,RP,*02mwx*,,,,
Will Vest,DET,RP,*04em6*,Will Vest,DET,RP,19769
Emilio Pagan,MIN,RP,*031cy*,Emilio Pagan,MIN,RP,14771
Nelson Cruz,SD,UT,*0001d*,Nelson Cruz,SDP,DH,2434
Aledmys Diaz,OAK,"2B,3B,SS,OF",*02y8t*,Aledmys Diaz,OAK,2B/3B/SS/OF,15937
Nate Pearson,TOR,RP,*04eec*,Nate Pearson,TOR,RP,20160
Andre Pallante,STL,RP,*05133*,Andre Pallante,STL,RP,26108
Jesse Winker,MIL,OF,*02mwg*,Jesse Winker,MIL,OF/DH,13590
Nick Ahmed,ARI,SS,*02br3*,Nick Ahmed,ARI,SS,12147
Buck Farmer,CIN,RP,*02n6j*,Buck Farmer,CIN,RP,14814
Adrian Houser,MIL,RP,*02brc*,Adrian Houser,MIL,SP,12718
Lucas Sims,CIN,RP,*02mw7*,Lucas Sims,CIN,RP,13470
Tyler Holton,DET,RP,*04naz*,Tyler Holton,DET,RP,26231
Bobby Miller,LAD,SP,*05gwz*,Bobby Miller,LAD,SP,27483
Travis d'Arnaud,ATL,C,*01s99*,Travis d'Arnaud,ATL,C,7739
Christian Arroyo,BOS,"1B,2B",*0310e*,Christian Arroyo,BOS,2B,16434
Carlos Perez,OAK,C,*01suw*,Carlos Perez,OAK,P/C/1B/OF/DH,10642
Ken Waldichuk,OAK,SP,*0513y*,Ken Waldichuk,OAK,SP,27681
Joey Wendle,MIA,"2B,3B,SS",*02mzu*,Joey Wendle,MIA,2B/3B/SS,13853
Jesus Aguilar,(N/A),1B,*02jhn*,Jesus Aguilar,,1B/DH,11342
Martin Maldonado,HOU,C,*021t6*,Martin Maldonado,HOU,C,6887
Wil Myers,CIN,"1B,OF",*01s9f*,Wil Myers,CIN,1B/OF,10047
Pete Fairbanks,TB,RP,*03qo0*,Pete Fairbanks,TBR,RP,17998
Josh Sborz,TEX,RP,*03pp9*,Josh Sborz,TEX,RP,18323
Trayce Thompson,LAD,OF,*01sb1*,Trayce Thompson,LAD,OF,9952
Noah Syndergaard,LAD,SP,*025ew*,Noah Syndergaard,LAD,SP,11762
Ronel Blanco,HOU,RP,*04ydi*,Ronel Blanco,HOU,RP,19407
Enyel De Los Santos,CLE,RP,*03y4y*,Enyel De Los Santos,CLE,RP,18403
Sam Hilliard,ATL,OF,*03qs6*,Sam Hilliard,ATL,OF,17954
Tim Hill,SD,RP,*04022*,Tim Hill,SDP,RP,16814
Francisco Mejia,TB,C,*03a95*,Francisco Mejia,TBR,C,16403
Seth Brown,OAK,"1B,OF",*03qvr*,Seth Brown,OAK,1B/OF,18171
Zach Jackson,OAK,RP,*043x7*,Zach Jackson,OAK,RP,19493
Elvis Peguero,MIL,RP,*05uk1*,Elvis Peguero,MIL,RP,21652
Kyle Isbel,KC,OF,*04ppo*,Kyle Isbel,KCR,OF,21614
Zack Short,DET,"2B,SS",*0420g*,Zack Short,DET,P/2B/3B/SS/OF/DH,19562
Jeff Brigham,NYM,RP,*03dbv*,Jeff Brigham,NYM,RP,16631
Mike Zunino,CLE,C,*02i12*,Mike Zunino,CLE,C,13265
Gabriel Arias,CLE,"1B,3B,SS,OF",*0414h*,Gabriel Arias,CLE,1B,22563
Brent Honeywell Jr.,SD,RP,*03d7m*,Brent Honeywell,SDP,RP,16466
Ryan O'Hearn,BAL,1B,*03dgq*,Ryan O'Hearn,BAL,1B/DH,16442
Jalen Beeks,TB,RP,*03djb*,Jalen Beeks,TBR,SP/RP,17192
Austin Voth,BAL,SP,*0316l*,Austin Voth,BAL,SP/RP,15047
Carlos Hernandez,KC,RP,*04n0k*,Carlos Hernandez,KCR,SP/RP,22713
Genesis Cabrera,STL,RP,*040cf*,Genesis Cabrera,STL,RP,17490
Santiago Espinal,TOR,2B,*041vp*,Santiago Espinal,TOR,2B,19997
Jose Quijada,LAA,RP,*04k0x*,,,,
Jason Delay,PIT,C,*041w5*,Jason Delay,PIT,C,19806
Ildemaro Vargas,WSH,3B,*0433b*,Ildemaro Vargas,WSN,3B/SS,13324
Kerry Carpenter,DET,OF,*051em*,Kerry Carpenter,DET,OF/DH,25961
Eric Hosmer,(N/A),1B,*01cfp*,Eric Hosmer,,1B,3516
Reese McGuire,BOS,C,*0310a*,Reese McGuire,BOS,C,15674
Ryan Feltner,COL,SP,*03r06*,Ryan Feltner,COL,SP,21446
Sam Hentges,CLE,RP,*03dbu*,Sam Hentges,CLE,RP,18548
Carlos Carrasco,NYM,SP,*01as6*,Carlos Carrasco,NYM,SP,6632
Jhony Brito,NYY,SP,*050ih*,Jhony Brito,NYY,RP,25386
Jimmy Lambert,CHW,RP,*041s7*,Jimmy Lambert,CHW,RP,19541
Alek Manoah,TOR,SP,*04yfw*,Alek Manoah,TOR,SP,26410
Cavan Biggio,TOR,"1B,2B,OF",*041rv*,Cavan Biggio,TOR,1B/2B,19252
Tyler Mahle,MIN,SP,*0312g*,,,,
Jose Altuve,HOU,2B,*024m0*,Jose Altuve,HOU,2B,5417
Logan O'Hoppe,LAA,C,*04q56*,Logan O'Hoppe,LAA,C,24729
Gary Sanchez,SD,C,*01t9q*,Gary Sanchez,SDP,C/DH,11442
Nick Gordon,MIN,"2B,OF",*03c7z*,Nick Gordon,MIN,2B/OF,16337
Victor Caratini,MIL,C,*0311f*,Victor Caratini,MIL,C,14968
Hunter Gaddis,CLE,SP,*05143*,Hunter Gaddis,CLE,RP,25636
Jose Hernandez,PIT,RP,*066st*,Jose Hernandez,PIT,RP,22318
Alex Wood,SF,SP,*02mwv*,Alex Wood,SFG,SP,13781
Jonathan Hernandez,TEX,RP,*03mgq*,Jonathan Hernandez,TEX,RP,17464
David Villar,SF,"2B,3B",*04pvh*,David Villar,SFG,2B/3B,24782
Hoby Milner,MIL,RP,*02n0v*,Hoby Milner,MIL,RP,13346
Nolan Jones,COL,OF,*041q6*,Nolan Jones,COL,OF,20529
James McCann,BAL,C,*02bra*,James McCann,BAL,C,12859
Cionel Perez,BAL,RP,*03zo6*,Cionel Perez,BAL,RP,19614
Patrick Bailey,SF,C,*04yuu*,Patrick Bailey,SFG,C,27478
Austin Hedges,PIT,C,*02brk*,Austin Hedges,PIT,C,12976
Aaron Civale,CLE,SP,*041qr*,Aaron Civale,CLE,SP,19479
Steven Matz,STL,SP,*02h8d*,Steven Matz,STL,SP/RP,13361
Chasen Shreve,DET,RP,*02hkk*,Chasen Shreve,DET,RP,10855
Tucker Davidson,LAA,SP,*04225*,Tucker Davidson,LAA,SP,19871
Andrew Wantz,LAA,RP,*04psq*,,,,
Cole Ragans,TEX,SP,*041ma*,Cole Ragans,TEX,SP,21846
Aaron Bummer,CHW,RP,*03drc*,Aaron Bummer,CHW,RP,16258
Tyler O'Neill,STL,OF,*02yk4*,Tyler O'Neill,STL,OF,15711
Kolten Wong,SEA,2B,*026m0*,Kolten Wong,SEA,2B,12532
Andy Ibanez,DET,"2B,3B",*03mm4*,Andy Ibanez,DET,3B,18819
